{1954e253-338e-4bda-bcd4-f8e0ade43cdf},CS104 Assignment 33,congue risus semper porta volutpat quam pede lobortis ligula,{d27912bb-f5f5-48dd-8b10-858add23694d}
{079bf5da-ce55-43e8-8a09-7c84dc0ba19d},CS150 Assignment 34,morbi ut odio cras mi pede malesuada,{2538d4b3-11e2-4a0a-ad17-32fa54b177a7}
{937e8733-89a6-4b8a-9cd2-b372c878780d},CS205 Assignment 35,nascetur ridiculus mus vivamus,{7d50d4e5-c340-4dce-b3b4-4eb74c8b8a25}
{93f50837-cf13-4b35-a1eb-98f6c90844dc},CS104 Assignment 36,auctor sed tristique in tempus,{d27912bb-f5f5-48dd-8b10-858add23694d}
{819b2b28-12dd-433f-b53a-b26f24867f14},CS150 Assignment 37,aliquam quis turpis eget elit sodales scelerisque mauris,{2538d4b3-11e2-4a0a-ad17-32fa54b177a7}
{66754c29-9e51-4bc6-806a-293a5fd58b95},CS205 Assignment 38,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,{7d50d4e5-c340-4dce-b3b4-4eb74c8b8a25}
{34895e72-a1c6-4cad-8a4e-a2fd04c71dc2},CS104 Assignment 39,sapien placerat ante nulla justo aliquam quis turpis eget,{d27912bb-f5f5-48dd-8b10-858add23694d}
{103e851c-de0d-47eb-9035-bdb97c0ce63a},CS150 Assignment 40,etiam faucibus cursus urna ut,{2538d4b3-11e2-4a0a-ad17-32fa54b177a7}
{300c393d-4582-4cb7-9664-f75fc647437d},CS205 Assignment 41,vel nisl duis,{7d50d4e5-c340-4dce-b3b4-4eb74c8b8a25}
{65b566c2-ad8d-4c61-b103-f812a12b9d00},CS104 Assignment 42,nullam varius nulla facilisi cras,{d27912bb-f5f5-48dd-8b10-858add23694d}
{d661c79d-e47f-490d-9e41-472d956f6c8f},CS150 Assignment 43,posuere cubilia curae duis faucibus accumsan,{2538d4b3-11e2-4a0a-ad17-32fa54b177a7}
{eae0a97b-874d-4c21-bbf8-e8c0922b52d2},CS205 Assignment 44,congue elementum in hac habitasse platea dictumst morbi vestibulum,{7d50d4e5-c340-4dce-b3b4-4eb74c8b8a25}
{73d74488-93fe-4f5c-88dc-1edb01ac8b4b},CS104 Assignment 45,tellus nulla ut,{d27912bb-f5f5-48dd-8b10-858add23694d}
{6628298f-629a-4c9e-ab26-4b7efcb4e906},CS150 Assignment 46,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,{2538d4b3-11e2-4a0a-ad17-32fa54b177a7}
{4ef1cf0f-4711-4f7a-9eb0-0838c221ccb6},CS205 Assignment 47,quis lectus suspendisse potenti in eleifend quam,{7d50d4e5-c340-4dce-b3b4-4eb74c8b8a25}
{04744ac2-19d9-43c8-b2b2-a46e9c522e97},CS104 Assignment 48,curae donec pharetra magna vestibulum aliquet ultrices erat tortor,{d27912bb-f5f5-48dd-8b10-858add23694d}
{2792e72a-96d7-4da0-ae1f-a45e474ea5cb},CS150 Assignment 49,libero nullam sit amet turpis elementum ligula vehicula consequat,{2538d4b3-11e2-4a0a-ad17-32fa54b177a7}
{6cdc0930-1b6f-47eb-8ff9-44ffb44880a6},CS205 Assignment 50,dapibus duis at velit eu est congue elementum,{7d50d4e5-c340-4dce-b3b4-4eb74c8b8a25}
