{50570c64-d716-4ce3-9074-5318063df4f7},{1a364409-d281-4326-83a7-7876c6ef84aa},extra credit,multi-state,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,Epigenetics,/turpis.h:411
{f9ccf719-cb9e-415d-b6a7-4e9c603a2175},{4f5f9a0e-5212-45dd-bba2-1f8f121c59c3},comment,methodical,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,CFDs,/lorem.cpp:167
{fbe78397-1eee-45bd-84bf-8c1c9ee06f06},{0d9b56cf-3040-4269-8a07-e1ceae22004d},problem,moderator,quis libero nullam sit amet turpis,Hypermesh,/id.java:689
{09b71b00-0c4a-450a-a431-ee156a7f65f6},{2ce315af-788a-452a-a60f-9893a79f0a4d},extra credit,Optional,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,GCF,/justo.h:779
{28fd492e-93da-410d-90e2-10c4673d5dba},{eeb16789-3451-45d7-af8f-78382dc55f1a},comment,productivity,justo eu massa donec dapibus duis at velit eu est,FMEA,/erat.cpp:583
{9e6aa440-be69-4130-b28b-e923988a44be},{d900f0dc-2317-4a41-a338-2c79bcb74f65},problem,matrix,platea dictumst aliquam augue quam sollicitudin vitae,Avid Xpress,/nulla.java:4
{ed782473-082e-40c3-a1b5-7764342166d0},{57e72432-e0dd-4495-a6e9-4ea7a5f827c2},extra credit,adapter,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,IFR,/nulla.h:254
{cb807676-6c4b-41bf-b7ed-4289e86493e6},{c0de9313-d0da-4032-ba63-e6b7823dfd57},comment,Mandatory,turpis a pede posuere nonummy integer non velit,Obedience,/faucibus.cpp:433
{89a02720-3d45-408e-88e2-e7a0587da960},{98987645-f9fc-4d33-95c7-cc2bbb3a43ee},problem,flexibility,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,MCAD,/orci.java:504
{baf2987d-b866-4b00-a0fd-fdd249c81283},{da1adb51-cd0a-46af-86b0-1b643b9848f7},extra credit,hybrid,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,Energy,/tincidunt.h:337
{79f9c0bb-1322-4343-a45c-88bfd89d4cd1},{faa6e795-09b1-4be6-b5c8-77f08000e3cb},comment,Pre-emptive,sociis natoque penatibus et magnis dis,Functional Specifications,/tempor.cpp:819
{a40c9abe-20fe-4449-88e8-37ced7d1c8c3},{2523d1b8-ffea-4c6c-b681-c72d440e365b},problem,functionalities,urna pretium nisl ut volutpat sapien arcu sed,Crystal Xcelsius 2008,/dictumst.java:849
{32257776-d482-4941-95b7-7ef307aa9aac},{1ff1bdb4-1506-4ba1-9df3-f12eead3c93f},extra credit,Assimilated,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,Job Fairs,/ut.h:702
{094402a5-b6cb-43c0-a0d6-0ac33db7b1d1},{722d3f3d-5a27-4346-85bd-278299fae75c},comment,internet solution,praesent lectus vestibulum quam sapien varius ut blandit non,WBEM,/donec.cpp:645
{83cda48b-5fbf-4ec3-bc8c-73eb8f3a7698},{760a22f8-ec46-4b37-be96-4a9cded7bcad},problem,Inverse,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,Theory,/sapien.java:686
{045f1cfa-2de6-483a-ae5d-ee8d261903ee},{8db34323-d733-4203-9ecf-b6d45be30467},extra credit,time-frame,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,Pharmaceutical Industry,/id.h:760
{130fcc11-2420-4a22-9f1a-8879c23a2d6e},{0f8b1f54-da1c-4406-8f63-f308d8d042c2},comment,user-facing,arcu sed augue aliquam erat,FSL,/vel.cpp:890
{7418fa60-df0d-4c01-ad9a-3d914619ebd6},{2f3c2484-6258-4333-aea6-682d51f67b64},problem,holistic,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,Urban Agriculture,/odio.java:683
{88c44cb6-d6a0-48b1-a578-fa2985c47e6b},{7a7e41b8-d2eb-4d4f-a6bc-fb44f3f1f798},extra credit,paradigm,dui nec nisi volutpat eleifend donec ut dolor morbi,PwC TeamMate,/vel.h:395
{495d17cb-ca0c-451d-8e2e-159fc869fa17},{0a57c90f-efcc-4d66-87e8-8e13d622b2f4},comment,leverage,sed interdum venenatis turpis enim blandit mi,Yardi Property Management,/sapien.cpp:634
{e6057706-d935-4428-8c5f-0bd255e94867},{7042671d-853e-412e-b375-e2c06e013814},problem,Right-sized,dui vel nisl duis ac nibh fusce,Kitchen &  Bath Design,/dapibus.java:704
{f8c30a57-cb56-4e69-9198-2ee47d063c1c},{12e254c4-2b4e-4636-86f1-81524b578b7c},extra credit,systematic,ac neque duis bibendum morbi non quam,Gnome,/rutrum.h:820
{9d8a3697-6038-4c7c-8a44-83c7612db00b},{2cd90341-9d9a-42ac-a6dc-d10c944ec358},comment,monitoring,adipiscing lorem vitae mattis nibh ligula nec sem,CICS,/non.cpp:801
{96ea9b67-fa57-4355-9393-03ba3a1d8bca},{fcf82f00-1a51-4cdd-b3c7-9ac2f7d17e34},problem,motivating,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,Kyocera,/faucibus.java:422
{fd9aa6fb-9439-4ef7-81ab-c30060634c84},{fdacc579-4dd1-4f4a-93a2-12cd4f601eb4},extra credit,process improvement,at velit eu est congue elementum in hac habitasse,Bluetooth,/nulla.h:802
{1ba19e08-34df-4104-a9a9-f8100e2f9fb8},{a4323378-ed9b-42da-9f7c-f47233cebddd},comment,systematic,libero rutrum ac lobortis vel dapibus at diam nam tristique,Uranium,/at.cpp:611
{725919b2-5e0e-4ec9-bb0c-7dd9aee8d9a8},{372df2c6-8ce4-42f8-a34e-7bd95e49c05b},problem,Graphical User Interface,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,Cleaning Validation,/amet.java:897
{6cf3b02b-cef9-494a-9734-4d2fc06a4b6a},{10fb0356-0f85-45a2-bc96-cb97aa4b036d},extra credit,budgetary management,commodo placerat praesent blandit nam nulla,Rural Development,/orci.h:853
{f9459175-8d1a-4989-89ab-c5479c61b722},{01135b8b-9545-4d69-9234-1f0de977f185},comment,executive,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,Human Capital Management,/amet.cpp:356
{dfae7b6f-11c2-4373-a311-d6d27a0306c9},{c2965741-7d45-428d-91c2-747583e424f9},problem,3rd generation,id justo sit amet sapien dignissim vestibulum vestibulum,Wills,/tellus.java:1
{2add3d3b-7406-4f06-8e2e-ff41a2fbcd40},{022365c3-bfff-4a48-8dbf-344f0bde1ec1},extra credit,Devolved,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,TMJ Dysfunction,/quis.h:300
{75e0f260-a9b9-4b57-8e30-ef241fe67d17},{128c54aa-cd55-4029-8b9b-9896277f1013},comment,installation,dolor quis odio consequat varius,International Trade,/id.cpp:290
{dd4418c3-0513-48cc-961f-03560fe4e7af},{8d1c5dd1-4d9f-4885-9f8a-644957d39fb7},problem,24/7,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,Software Design,/elit.java:506
{2a1d5fcb-733c-4f48-bb11-2e08f9b60817},{d7eb6a59-3fd2-498f-bc4b-7872e3f94aca},extra credit,24 hour,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,iOS Design,/suspendisse.h:478
{8766ecec-25e1-4c81-a6b6-c353b6250f62},{bb79f257-1d07-419c-ad96-e31939f6731f},comment,6th generation,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,PyGTK,/augue.cpp:591
{be9b2051-f94b-457e-a521-edaf59152800},{c325ef2d-8a69-41ee-9d06-fac9f4b04d3b},problem,systemic,justo lacinia eget tincidunt eget,IP VPN,/convallis.java:639
{652fd17e-90ba-4d5e-a646-2ea5889c6c90},{a0fed2b3-3d79-4b15-8ffa-27e286632fca},extra credit,tangible,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,What-if Analysis,/dictumst.h:140
{349b0bd6-480d-401e-8b65-cb6e3655baa0},{81c89689-2c32-44b7-b7de-7d2f18597f55},comment,access,rhoncus dui vel sem sed sagittis nam congue,AC Nielsen,/aliquet.cpp:926
{095b9554-9093-44b6-b565-035c2406629e},{f5716e99-816d-4afe-8f47-cf7e4029ebd0},problem,global,platea dictumst morbi vestibulum velit id pretium iaculis diam,DCN,/tempus.java:805
{3e4ebc15-df6f-48c8-bdcc-d8a647c9cf2a},{50bc7e61-642a-4f79-a2cd-8436c9e4a6b2},extra credit,User-centric,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,Flatbed,/nulla.h:294
{b9b20cee-7fb6-4f5c-adb8-f25e99785576},{83f9a14e-06cc-444f-ba00-d98495d567c9} ,comment,Managed,pulvinar sed nisl nunc rhoncus dui,SAP EBP,/risus.cpp:229
{4c2ef242-e67f-4d79-a44f-6added7d8e0c},{5ee994b2-0635-4345-9b35-f62eb0543905},problem,incremental,integer ac neque duis bibendum morbi non quam,Gastroenterology,/nunc.java:502
{77ec6b76-a7b9-4aa2-8aa2-9ec30e426637},{32a574f3-9b94-4a6b-bc61-b20e0540f54d},extra credit,value-added,potenti nullam porttitor lacus at,CNC Manufacturing,/morbi.h:816
{ac4a598e-f2ac-4720-a7ab-cb7a82f8e70e},{491fb4e6-c167-471d-b036-de04d7df225d},comment,Reverse-engineered,accumsan tellus nisi eu orci mauris,IT Solutions,/porttitor.cpp:960
{3d95690a-c798-4b09-b4e7-880727d7ef4d},{22e0d573-9567-4b2b-a178-3152d26beebd},problem,empowering,laoreet ut rhoncus aliquet pulvinar sed,eEye Retina,/orci.java:909
{41e968ef-756f-4f35-8384-c514c4fac131},{f6d83f96-0876-4a80-99f7-e76d99de188d},extra credit,Horizontal,orci vehicula condimentum curabitur in libero ut,DCOM,/tempus.h:183
{35d09c96-dc7d-4a97-b46b-d0b4e5a2daa3},{dc3a6e3e-3b5d-45a0-b414-667cbf313e1c},comment,De-engineered,nulla pede ullamcorper augue a,PTH,/quis.cpp:735
{e17adf86-f702-4a06-bc36-f1eaa9cf8617},{90655acd-f50d-4580-991a-d99566aa7802},problem,user-facing,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,SAP MM,/est.java:479
{8a8920fd-53d1-4df0-aa95-bbb49dc1a6b1},{a476373f-6043-452c-a5f6-1e0477845ac7},extra credit,Customizable,sapien arcu sed augue aliquam erat volutpat,Warehousing,/donec.h:124
{5ffbdff5-15d2-4a26-8744-48195d52ba85},{996b3876-f5d8-4d15-bf1a-b3c7ab9605c5},comment,Robust,rhoncus dui vel sem sed sagittis,Sales Tax,/augue.cpp:751
{850fe420-572c-41fe-b0bf-edf5abb49b55},{1a364409-d281-4326-83a7-7876c6ef84aa},problem,Networked,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,MVPN,/dapibus.java:199
{fb93a0dd-e7d1-4565-8eb4-57e7249362b3},{4f5f9a0e-5212-45dd-bba2-1f8f121c59c3},extra credit,instruction set,sapien placerat ante nulla justo aliquam quis,Special Events,/cras.h:952
{84af15f1-743e-490a-81f5-0c3f63684162},{0d9b56cf-3040-4269-8a07-e1ceae22004d},comment,Streamlined,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,Special Education,/elementum.cpp:657
{a0093358-6b6c-423e-b5ba-7cb4339d03a5},{2ce315af-788a-452a-a60f-9893a79f0a4d},problem,Synergistic,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,Real Estate Transactions,/id.java:317
{3a822cbc-e52e-4d0f-865c-665707c52730},{eeb16789-3451-45d7-af8f-78382dc55f1a},extra credit,object-oriented,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,Ethics,/porta.h:254
{0d07e392-379d-43f6-8938-4bd24413b442},{d900f0dc-2317-4a41-a338-2c79bcb74f65},comment,success,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,RFID Applications,/natoque.cpp:901
{91bb6703-d22f-41f0-9389-5bbca4f6ffcd},{57e72432-e0dd-4495-a6e9-4ea7a5f827c2},problem,demand-driven,morbi vestibulum velit id pretium iaculis diam erat,HW development,/quam.java:418
{50d61726-ff86-4301-bd56-da51123450d9},{c0de9313-d0da-4032-ba63-e6b7823dfd57},extra credit,Total,mauris lacinia sapien quis libero nullam sit amet turpis,VTL,/eget.h:528
{c118fa5d-ce26-462d-8dc3-bd1e669c20e9},{98987645-f9fc-4d33-95c7-cc2bbb3a43ee},comment,support,nulla suscipit ligula in lacus curabitur at ipsum,Volunteer Recruiting,/platea.cpp:796
{0c4693cd-dbc7-4a7e-9b5e-89193f281278},{da1adb51-cd0a-46af-86b0-1b643b9848f7},problem,Upgradable,arcu libero rutrum ac lobortis vel,Wireless,/habitasse.java:936
{d49bbefd-57e5-4b18-b1b8-7d89aba55b7a},{faa6e795-09b1-4be6-b5c8-77f08000e3cb},extra credit,access,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,DMC,/nunc.h:838
{9de4a674-1ecb-4eaa-810e-e64919ebb566},{2523d1b8-ffea-4c6c-b681-c72d440e365b},comment,complexity,id consequat in consequat ut nulla sed,Breaking News,/odio.cpp:518
{58db7847-020a-4d14-aa22-718ef3245ca6},{1ff1bdb4-1506-4ba1-9df3-f12eead3c93f},problem,asynchronous,sapien quis libero nullam sit amet turpis,Global Health,/faucibus.java:249
{966a4b93-4d6e-4c2a-bdd5-2e8930d83c21},{722d3f3d-5a27-4346-85bd-278299fae75c},extra credit,exuding,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,Corel Draw,/interdum.h:508
{e0762478-acd3-416c-a37e-5d1907efc15f},{760a22f8-ec46-4b37-be96-4a9cded7bcad},comment,parallelism,vestibulum velit id pretium iaculis diam erat,IQMS,/sed.cpp:337
{c0a98dcf-f4d8-43ab-96d5-6f999521806f},{8db34323-d733-4203-9ecf-b6d45be30467},problem,contextually-based,a ipsum integer a nibh in quis justo maecenas,Glassfish,/tristique.java:106
{66290c9d-06d0-4b1e-a9f5-1429f60be804},{0f8b1f54-da1c-4406-8f63-f308d8d042c2},extra credit,capacity,phasellus id sapien in sapien iaculis congue vivamus metus,FM,/justo.h:295
{b97da9de-e8a3-434b-af36-c8905a6e1863},{2f3c2484-6258-4333-aea6-682d51f67b64},comment,installation,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,MXF,/fusce.cpp:156
{db8f3896-75e3-4b28-8ed2-970d92e214b4},{7a7e41b8-d2eb-4d4f-a6bc-fb44f3f1f798},problem,Programmable,vulputate nonummy maecenas tincidunt lacus,Environmental Management Systems,/nibh.java:255
{e094a5d7-2f98-466f-9dfd-9e4e35860e76},{0a57c90f-efcc-4d66-87e8-8e13d622b2f4},extra credit,Visionary,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,RCS Selector,/ultrices.h:209
{22f94aaa-ab74-4cec-a038-61d70a3059db},{7042671d-853e-412e-b375-e2c06e013814},comment,core,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,HDX,/quisque.cpp:110
{9bab4b17-fa6e-4e99-8209-2223603e8a65},{12e254c4-2b4e-4636-86f1-81524b578b7c},problem,interface,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,HW Design,/id.java:121
{546cdd91-97d9-40ac-972b-3cd87e0aae8a},{2cd90341-9d9a-42ac-a6dc-d10c944ec358},extra credit,installation,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,JES2,/vel.h:422
